NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;34253;35034253;LEONIDAS DO AMARAL VIEIRA;1;8;SAO SEBASTIAO;831;;18900039;CENTRO;1;-22,89793015;-49,62356949;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;34332;35034332;SINHARINHA CAMARINHA;1;8;QUINTINO BOCAIUVA;981;;18900039;CENTRO;1;-22,89726257;-49,62262726;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;34472;35034472;GENESIO BOAMORTE DOUTOR;1;8;RUA FREI MARCOS RIGHI;43;;18900031;CENTRO;1;-22,90599442;-49,6311264;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;460230;35460230;CEL JTO A EE LEONIDAS DO AMARAL VIEIRA;1;6;SAO SEBASTIAO;831;;18900039;;1;-22,89793015;-49,62356949;34253
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;904223;35904223;ZILDA COMEGNO MONTI PROFESSORA;1;8;FRANCISCO SANSON;115;;18908018;VILA SAUL;1;-22,89326096;-49,63564682;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;906839;35906839;TOMAZ ORTEGA GARCIA PROFESSOR;1;8;JOAO MAXIMIANO;521;;18915380;CONJUNTO HABITACIONAL LUIZ BRONDI;1;-22,91340065;-49,61957932;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;SANTA CRUZ DO RIO PARDO;909634;35909634;DURVALINA TEIXEIRA DA FONSECA PROFESSORA;1;8;FRANCISCO SANSON;531;;18908056;VILA MATHIAS;1;-22,89563942;-49,63893127;0
ESTADUAL - SE;OURINHOS;SAO PEDRO DO TURVO;3550506;SAO PEDRO DO TURVO;34265;35034265;HOMERO CALVOSO PROFESSOR;1;8;MARQUES BALBINO;SN;AVENIDA SEM NUMERO;18940027;CENTRO;1;-22,74837685;-49,74100113;0
ESTADUAL - SE;PENAPOLIS;ALTO ALEGRE;3501103;ALTO ALEGRE;30326;35030326;DIOGO GARCIA MARTINS EXPEDICIONARIO;1;8;JOAQUIM RIBEIRO;270;AVENIDA;16310000;CENTRO;1;-21,58098602;-50,16833878;0
ESTADUAL - SE;PENAPOLIS;AVANHANDAVA;3504404;AVANHANDAVA;30348;35030348;MARIA EUNICE MARTINS FERREIRA PROFESSORA;1;8;GUTEMBERG MARTINS FERREIRA;43;RUA;16360000;CENTRO;1;-21,45610809;-49,94973755;0
ESTADUAL - SE;PENAPOLIS;AVANHANDAVA;3504404;AVANHANDAVA;457848;35457848;PENITENCIARIA COMPACTA DE AVANHANDAVA;1;15;MARECHAL RONDON;KM 475;RUA;16360000;ROCINHA;2;-21,5178208;-50,00590108;30348
ESTADUAL - SE;PENAPOLIS;BARBOSA;3505104;BARBOSA;30387;35030387;JOSE CARLOS DA SILVA PROFESSOR;1;8;PAPA JOAO XXIII;143;RUA;16350000;CENTRO;1;-21,26811028;-49,94911957;0
ESTADUAL - SE;PENAPOLIS;BRAUNA;3507704;BRAUNA;30512;35030512;JOSE FLORENTINO DE SOUZA;1;8;ENEDIR SAMPAIO;779;;16290000;CENTRO;1;-21,5032444;-50,31887436;0
ESTADUAL - SE;PENAPOLIS;BRAUNA;3507704;BRAUNA;395365;35395365;INDIA MARIA ROSA;1;10;POSTO INDIGENA ICATU;SN;ESCOLA;16290000;GUAPORANGA;2;-21,5655098;-50,31747818;0
ESTADUAL - SE;PENAPOLIS;CLEMENTINA;3511904;CLEMENTINA;30521;35030521;MARIA DE FATIMA GOMES ALVES;1;8;BRASILIA;10;RUA;16250000;CENTRO;1;-21,56196404;-50,44949722;0
ESTADUAL - SE;PENAPOLIS;LUIZIANIA;3527702;LUIZIANIA;30478;35030478;FRANCISCO ANTONINO PREFEITO;1;8;SANTOS DUMONT;SN;AVENIDA;16340000;CENTRO;1;-21,6739502;-50,3303299;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;30296;35030296;LUIZ CHRISOSTOMO DE OLIVEIRA;1;8;NOVE DE JULHO;36;;16300059;CENTRO;1;-21,41873932;-50,0763092;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;30314;35030314;CARLOS SAMPAIO FILHO DOUTOR;1;8;DOUTOR CARLOS SAMPAIO;40;;16300019;CENTRO;1;-21,42108917;-50,07508087;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;30363;35030363;YONE DIAS DE AGUIAR PROFESSORA;1;8;BAHIA;143;;16308046;VILA FATIMA;1;-21,41633034;-50,08082962;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;30442;35030442;ADELINO PETERS;1;8;DOUTOR ANTONIO DEFINE;1280;;16300017;CENTRO;1;-21,42000008;-50,07500839;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;30466;35030466;AUGUSTO PEREIRA DE MORAES;1;8;OLSEN;315;;16300025;CENTRO;1;-21,42383003;-50,07479858;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;43114;35043114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;1;8;GABRIEL GAETTI;513;;16305220;CIDADE JARDIM;1;-21,43098068;-50,08983994;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;460242;35460242;CEL JTO A EE ADELINO PETERS;1;6;DOUTOR ANTONIO DEFINE;1280;RUA;16300017;CENTRO;1;-21,42000008;-50,07500839;30442
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;497769;35497769;CEEJA PROFESSOR JOAO SEGURA;1;3;SANTA CASA;1595;;16300304;VILA SAO JOAO;1;-21,41647911;-50,06521988;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;578009;35578009;PROFESSOR JOAO TEIXEIRA SAMPAIO;1;8;EUCLYDES BIS;315;;16309214;LOTEAMENTO RESIDENCIAL PEREIRINHA;1;-21,40068054;-50,08415985;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;913868;35913868;LUIZA MARIA BERNARDES NORY PROFESSORA;1;8;JOAQUIM BURANELLO;40;;16308208;JARDIM ELDORADO;1;-21,40950012;-50,08435059;0
ESTADUAL - SE;PENAPOLIS;PENAPOLIS;3537305;PENAPOLIS;919111;35919111;JOANA HELENA DE CASTILHO MARQUES PROFESSORA;1;8;ALVARO GOMES;191 A;;16303250;PARQUE RESIDENCIAL MONREAL;1;-21,43086052;-50,06517029;0
ESTADUAL - SE;PENAPOLIS;SANTOPOLIS DO AGUAPEI;3548401;SANTOPOLIS DO AGUAPEI;30454;35030454;MANOEL BENTO NETO;1;8;CASSIMIRO NOGUEIRA DA SILVA;350;;16240000;CENTRO;1;-21,63974953;-50,5006485;0
ESTADUAL - SE;PINDAMONHANGABA;CAMPOS DO JORDAO;3509700;CAMPOS DO JORDAO;13286;35013286;THEODORO CORREA CINTRA PROFESSOR;1;8;RUA JOAQUIM CORREA CINTRA;365;AVENIDA;12460000;VILA PAULISTA;1;-22,73802948;-45,58604813;0
ESTADUAL - SE;PINDAMONHANGABA;CAMPOS DO JORDAO;3509700;CAMPOS DO JORDAO;442550;35442550;EXPEDITO CAMARGO FREIRE PROFESSOR;1;8;GENKO SAKANE;160;AVENIDA;12460000;BRANCAS NUVENS;1;-22,75750923;-45,61817169;0
ESTADUAL - SE;PINDAMONHANGABA;CAMPOS DO JORDAO;3509700;CAMPOS DO JORDAO;460254;35460254;CEL JTO A EE THEODORO CORREA CINTRA PROF;1;6;JOAQUIM CORREA CINTRA;365;AVENIDA;12460000;V PAULISTA;1;-22,73830032;-45,58649826;13286
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;13262;35013262;CLARO CESAR DEPUTADO;1;8;OLIMPIO MARCONDES DE AZEREDO;78;RUA;12441030;LOTEAMENTO JOAO TAMBORINDEGUY FERNANDES;1;-22,91930008;-45,36439896;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;13407;35013407;MARIO TAVARES DOUTOR;1;8;GUILHERME NICOLETTI;247;RUA;12445120;VILA SAO BENEDITO;1;-22,89201927;-45,39162827;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;13456;35013456;YOLANDA BUENO DE GODOY PROFESSORA;1;8;JOAO FRANCISCO DA SILVA;2805;AVENIDA;12441240;FEITAL;1;-22,94016075;-45,39495087;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;46802;35046802;EUNICE BUENO ROMEIRO PROFESSORA;1;8;HUNGRIA;475;RUA;12445590;RESIDENCIAL PASIN;1;-22,88780022;-45,37419891;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;901520;35901520;RUBENS ZAMITH PROFESSOR;1;8;LIRIOS;319;AVENIDA;12440440;RESIDENCIAL VALE DAS ACACIAS;1;-22,90850067;-45,37200165;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;916651;35916651;ISIS CASTRO DE MELLO CESAR PROFA;1;8;R BENEDITO MORAIS SOBRINHO;SN;TDOS IPES;12443760;CJ HAB T IPES I SUL;1;-22,8980999;-45,37210083;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;MOREIRA CESAR;924325;35924325;DIRCE LEOPOLDINA CINTRA VILLAS BOAS PROFESSORA;1;8;ALAMEDA DAS GREVILEAS;275;ALAMEDA;12444010;CONJUNTO HABITACIONAL TERRA DOS IPES II FASE II;1;-22,89489937;-45,38169861;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;5930;35005930;BEM VIVER;1;8;CARLOS LOPES GUEDES FILHO;2625;;12426201;RESIDENCIAL NOVA ESPERANCA;1;-22,93907928;-45,50835037;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13183;35013183;JOAO PEDRO CARDOSO DR;1;8;R GODOFREDO PESTANA;262;RUA;12410740;JD ROSELY;1;-22,93647957;-45,45951843;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13195;35013195;JOAO MARTINS DE ALMEIDA PROFESSOR;1;8;FREI MAURICIO;126;RUA;12401080;JARDIM BOA VISTA;1;-22,92284966;-45,46908188;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13201;35013201;PEDRO SILVA PROFESSOR;1;8;JOSE BENEDITO QUIRINO;SN;RUA;12415030;CAMPINAS;1;-22,9625206;-45,4143486;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13336;35013336;MARIO BULCAO GIUDICE PROFESSOR;1;8;IMPERATRIZ LEOPOLDINA;25;RUA;12403310;BAIRRO DO SANTANA;1;-22,92690086;-45,44739914;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13353;35013353;ALZIRA FRANCO PROFESSORA;1;8;CONDESSA DE VIMIEIRO;122;RUA;12420200;ALTO DO CARDOSO;1;-22,94098091;-45,46297836;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13365;35013365;RYOITI YASSUDA;1;8;GUILHERME SCHMIDT;340;RUA;12410670;JARDIM ROSELY;1;-22,93588066;-45,45875168;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13389;35013389;EURIPEDES BRAGA PROFESSOR;1;8;JOAO JOSE DE AZEVEDO MONSENHOR;705;AVENIDA;12402010;CRISPIM;1;-22,91670036;-45,45019913;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13390;35013390;ALFREDO PUJOL DOUTOR;1;8;BARAO HOMEM DE MELLO;63;RUA;12400440;CENTRO;1;-22,92772484;-45,4613266;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13432;35013432;GABRIELLA MONTEIRO DE ATHAYDE MARCONDES PROFESSORA;1;8;CAPITAO AVELINO ALVES PEREIRA;SN;;12404018;RIBEIRAO GRANDE;2;-22,87093163;-45,48209;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;13444;35013444;JOAO JOSE DE AZEVEDO MONSENHOR;1;8;DOUTOR CAIO GOMES FIGUEIREDO;SN;KM 12;12404010;BOM SUCESSO;2;-22,88740349;-45,54593277;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;37205;35037205;IOLANDA VELLUTINI PROFESSORA;1;8;JOAO ANTONIO ROMAO MAESTRO;255;PRACA;12411270;JARDIM SANTA CECILIA;1;-22,93157005;-45,43764877;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;40836;35040836;YONNE CESAR GUAYCURU DE OLIVEIRA PROFESSORA;1;8;MANOEL DA SILVA CARVALHO;40;RUA;12421080;NOSSA SENHORA DO PERPETUO SOCORRO;1;-22,94523048;-45,46865845;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;42250;35042250;JOSE PINTO MARCONDES PESTANA PROFESSOR;1;8;PRINCESA DO NORTE;SN;;12414060;CIDADE NOVA;1;-22,94514084;-45,41152954;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;42274;35042274;WILSON PIRES CESAR PROFESSOR;1;8;JOSE MARIA MONTEIRO;160;RUA;12412380;RESIDENCIAL OURO VERDE;1;-22,94717979;-45,45978165;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;45408;35045408;ISMENIA MONTEIRO DE OLIVEIRA PROFESSORA;1;8;SEBASTIAO MACHADO DE ANDRADE;111;RUA;12402500;LOTEAMENTO RESIDENCIAL ANDRADE;1;-22,91760063;-45,44390106;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;48197;35048197;ALEXANDRINA GOMES DE ARAUJO RODRIGUES PROFESSORA;1;8;BENEDICTO LUIZ MARCONDES BARROS;430;;12424280;RESIDENCIAL E COMERCIAL CIDADE JARDIM;1;-22,96006966;-45,49143982;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;49207;35049207;IVONE NOGUEIRA DE AZEVEDO PROFESSORA;1;8;ROUXINOIS;171;RUA;12413130;TRIANGULO;1;-22,94599915;-45,41989899;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;460278;35460278;CEL JTO A EE ALFREDO PUJOL DOUTOR;1;6;PRUDENTE DE MORAES;376;RUA;12400230;CENTRO;1;-22,92361069;-45,45859146;13390
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;474770;35474770;CEL JTO A EE ANTONIA CARLOTA GOMES PROFESSORA;1;6;LUIZ DO PARAITINGA SAO;30;RUA;12414260;CIDADE NOVA;1;-22,9497509;-45,40517044;908058
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;901519;35901519;DIRCE APARECIDA PEREIRA MARCONDES;1;8;ENGENHEIRO ORLANDO DRUMOND MURGEL;285;RUA;12410310;PARQUE SAO DOMINGOS;1;-22,93589973;-45,45410156;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;908046;35908046;JOSE WADIE MILAD PROFESSOR;1;8;JOAO BATISTA ORTIZ MONTEIRO DOUTOR;5;RUA;12422340;RESIDENCIAL CAMPOS MAIA;1;-22,93456078;-45,46929932;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;908058;35908058;ANTONIA CARLOTA GOMES PROFESSORA;1;8;SAO LUIZ DO PARAITINGA;30;RUA;12414260;CIDADE NOVA;1;-22,9497509;-45,40517044;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;914435;35914435;CELIA KEIKO IKEDA PROFESSORA;1;8;ORLANDO FERREIRA;SN;AVENIDA;12411600;RESIDENCIAL MARICA;1;-22,9337101;-45,42956924;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;916262;35916262;ELOYNA SALGADO RIBEIRO PROFESSORA;1;8;JOSE BENEDICTO ALVES DOS SANTOS;SN;RUA;12403680;RESIDENCIAL E COMERCIAL CIDADE MORUMBI;1;-22,91441917;-45,42873001;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;916286;35916286;ESCOLASTICA ANTUNES SALGADO PROFESSORA;1;8;LUIS GONZAGA RIBEIRO;251;RUA;12442370;JARDIM REGINA MOREIRA CESAR;1;-22,9392395;-45,37665176;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;922614;35922614;ANTONIO APPARECIDO FALCAO PROFESSOR;1;8;PONCIANO PEREIRA;375;RUA;12413430;JARDIM ELOYNA;1;-22,95079041;-45,41077042;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;922626;35922626;JOSE AYLTON FALCAO PROFESSOR;1;8;LUIZ FLAVIO MARCONDES DE OLIVEIRA;SN;RUA;12426290;RESIDENCIAL NOVA ESPERANCA;1;-22,94994926;-45,49644089;0
ESTADUAL - SE;PINDAMONHANGABA;PINDAMONHANGABA;3538006;PINDAMONHANGABA;925913;35925913;DEMETRIO IVAHY BADARO DOUTOR;1;8;ATTILA BROTERO DE ASSIS;191;RUA;12426050;RESIDENCIAL ARCOIRIS;1;-22,95299911;-45,50120163;0
ESTADUAL - SE;PINDAMONHANGABA;SANTO ANTONIO DO PINHAL;3548203;SANTO ANTONIO DO PINHAL;13468;35013468;AFFONSO DE CARVALHO DESEMBARGADOR;1;8;ANTONIO JOAQUIM OLIVEIRA;458;RUA;12450000;CENTRO;1;-22,82663345;-45,65738678;0
ESTADUAL - SE;PINDAMONHANGABA;SAO BENTO DO SAPUCAI;3548609;SAO BENTO DO SAPUCAI;13274;35013274;GENESIO CANDIDO PEREIRA DOUTOR;1;8;GENERAL MARCONDES SALGADO;57;RUA;12490000;CENTRO;1;-22,68629074;-45,73101044;0
ESTADUAL - SE;PINDAMONHANGABA;SAO BENTO DO SAPUCAI;3548609;SAO BENTO DO SAPUCAI;497812;35497812;PROFESSOR JOSE MARIA PRIANTE;1;8;JUSCELINO KUBITSCHECK;SN;RUA;12490000;CENTRO;1;-22,69779968;-45,735569;0
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;14187;35014187;AMALIA GARCIA RIBEIRO PATTO PROFESSORA;1;8;07 DE JANEIRO;SN;;12122018;LOTEAMENTO JARDIM SANTANA;1;-22,97448921;-45,5464592;0
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;14230;35014230;MANUEL CABRAL;1;8;DA REPUBLICA;SN;;12120008;CENTRO;1;-22,96232033;-45,54487991;0
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;37916;35037916;TEIXEIRA POMBO COMENDADOR;1;8;VITORIA REGIA;SN;;12122464;PARQUE RESIDENCIAL FLOR DO VALE;1;-22,99320793;-45,54237747;0
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;453821;35453821;PENITENCIARIA DR TARCIZO LEONCE PINHEIRO CINTRA;1;15;AMADOR BUENO DA VEIGA;S/N;;12122700;CONDOMINIO RESIDENCIAL GIRASSOL;1;-22,97376442;-45,51350403;37916
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;453857;35453857;CENTRO DE PROGRESSAO PENIT DR EDGARD MAGALHAES NORONHA;1;15;AMADOR BUENO DA VEIGA;SN;KM 138;12120970;UNA;1;-22,97949982;-45,51480103;37916
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;454576;35454576;PENITENCIARIA FEMININA SANTA MARIA EUFRASIA PELLETIER;1;15;MONSENHOR AMADOR BUENO;59;;12120033;CENTRO;1;-22,95911789;-45,54928207;37916
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;457887;35457887;PENITENCIARIA DR JOSE AUGUSTO CESAR SALGADO DE TREMEMBE II;1;15;AMADOR BUENO DA VEIGA;S/N;;12122700;CONDOMINIO RESIDENCIAL GIRASSOL;1;-22,97738075;-45,51819992;37916
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;460291;35460291;CEL JTO A EE MANUEL CABRAL;1;6;PRAIA DA REPUBLICA;S/N;;12120008;CENTRO;1;-22,96231079;-45,54487991;14230
ESTADUAL - SE;PINDAMONHANGABA;TREMEMBE;3554805;TREMEMBE;471264;35471264;PENITENCIARIA FEMININA II DE TREMEMBE;1;15;AMADOR BUENO DA VEIGA;S/N;;12122700;CONDOMINIO RESIDENCIAL GIRASSOL;1;-22,99029922;-45,54970169;37916
ESTADUAL - SE;PIRACICABA;AGUAS DE SAO PEDRO;3500600;AGUAS DE SAO PEDRO;21234;35021234;ANGELO FRANZIN;1;8;DOUTOR ANGELO NOGUEIRA VILA;S/N?;;13528085;CENTRO;1;-22,60301971;-47,87060928;0
ESTADUAL - SE;PIRACICABA;CHARQUEADA;3511706;CHARQUEADA;21222;35021222;PEDRO CREM FILHO PROFESSOR;1;8;PAULO MENEGHEL;330;;13518742;JARDIM SAO PAULO;2;-22,58282089;-47,69615173;0
ESTADUAL - SE;PIRACICABA;CHARQUEADA;3511706;CHARQUEADA;21283;35021283;BENEDITO DUTRA TEIXEIRA PROFESSOR;1;8;CAETANO PARISI;79;AVENIDA;13515504;SANTA HELENA;1;-22,51539993;-47,77462006;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;ARTEMIS;21209;35021209;JOSE MARTINS DE TOLEDO PROFESSOR;1;8;JULIO QUINELATTO;33;RUA;13432140;RESIDENCIAL TERRAS DE ARTEMIS ARTEMIS;1;-22,6828804;-47,77301407;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;10641;35010641;PROFESSORA VILMA FERRARI;1;8;AVENIDA OSEAS GOIS CAVALCANTE;SN;;13406360;VALE DO SOL;1;-22,68075943;-47,7135582;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20758;35020758;MIRANDOLINA DE ALMEIDA CANTO PROFESSORA;1;8;ARGENTINA;65;AVENIDA;13420610;PIRACICAMIRIM;1;-22,74019051;-47,62195969;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20761;35020761;ALCIDES GUIDETTI ZAGATTO PROFESSOR;1;8;OSVALDO F CAMPOS;7;RUA;13401523;JARDIM ESPLANADA;1;-22,7449398;-47,65356064;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20771;35020771;AUGUSTO SAES PROFESSOR;1;8;DOM PEDRO I;2517;RUA;13417791;NOVA AMERICA;1;-22,7361145;-47,63529205;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20783;35020783;JOAO CONCEICAO DOUTOR;1;8;JORGE PACHECO E CHAVES;2899;RUA;13401200;PAULISTA;1;-22,74110985;-47,6565094;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20825;35020825;ELIAS DE MELLO AYRES PROFESSOR;1;8;CORONEL FERNANDO FEBELIANO DA COSTA;429;RUA;13416250;SAO DIMAS;1;-22,71438026;-47,64604187;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20849;35020849;ANTONIO DE MELLO COTRIM PROFESSOR;1;8;DONA STELA;65;RUA;13401544;PAULICEIA;1;-22,75081062;-47,65073013;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20862;35020862;PRUDENTE DOUTOR;1;8;PRACA GAL CARLOS M BITTENCOURT;S/N;PRACA;13419003;CIDADE JARDIM;1;-22,7222805;-47,6430397;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20886;35020886;FRANCISCA ELISA DA SILVA;1;8;PROFESSOR ARMANDO BERGAMIM;334;RUA;13405187;JARDIM MONUMENTO;1;-22,71334839;-47,66733932;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20898;35020898;HONORATO FAUSTINO;1;8;EDU CHAVES;914;RUA;13416020;SAO DIMAS;1;-22,71205139;-47,63991165;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20916;35020916;MORAIS BARROS;1;8;ALFERES JOSE CAETANO;600;RUA;13400120;CENTRO;1;-22,72184372;-47,64888763;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20965;35020965;RIO BRANCO BARAO DO;1;8;IPIRANGA;924;RUA;13400485;CENTRO;1;-22,73039818;-47,64997864;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20977;35020977;ALFREDO CARDOSO DOUTOR;1;8;MORAIS BARROS;1884;RUA;13419245;ALTO;1;-22,72993088;-47,63925171;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;20989;35020989;PEDRO MORAES CAVALCANTI;1;8;DOIS CORREGOS;3701;AVENIDA;13423100;JARDIM NOVA IGUACU;1;-22,74173927;-47,59719849;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;21027;35021027;JOSE ROMAO PROFESSOR;1;8;MANOEL CONCEICAO;381;AVENIDA;13405230;VILA REZENDE;1;-22,71124268;-47,65682602;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;21040;35021040;JOAO ALVES DE ALMEIDA PROFESSOR;1;8;DOUTOR ALBERTO COURY;602;RUA;13433018;TANQUINHO GUAMIUM;1;-22,57025909;-47,60704041;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;21052;35021052;OLIVIA BIANCO PROFESSORA;1;8;PROFESSOR JOSE MARTINS DE TOLEDO;394;RUA;13403032;JARAGUA;1;-22,73815918;-47,66302109;0
ESTADUAL - SE;PIRACICABA;PIRACICABA;3538709;PIRACICABA;21064;35021064;JERONYMO GALLO MONSENHOR;1;8;BARAO DE VALENCA;518;AVENIDA;13405233;VILA REZENDE;1;-22,71066093;-47,65668869;0
